year,state,name,FiscalYear, Total Taxes , Property Tax (T01) , Tot Sales & Gr Rec Tax , Total Gen Sales Tax (T09) , Total Select Sales Tax , Alcoholic Beverage Tax (T10) , Amusement Tax (T11) , Insurance Premium Tax (T12) , Motor Fuels Tax (T13) , Parimutuels Tax (T14) , Public Utility Tax (T15) , Tobacco Tax (T16) , Other Select Sales Tax (T19) , Total License Taxes , Alcoholic Beverage Lic (T20) , Amusement License (T21) , Corporation License (T22) , Hunt and Fish License (T23) , Motor Veh & Oper Lic , Motor Vehicle License (T24) , Motor Veh Oper License (T25) , Public Utility License (T27) , Occup and Bus Lic NEC (T28) , Other License Taxes (T29) , Total Income Taxes , Individual Income Tax (T40) , Corp Net Income Tax (T41) , Total Other Taxes , Death and Gift Tax (T50) , Docum and Stock Tr Tax (T51) , Severance Tax (T53) , Taxes NEC (T99) 
2007,1,AL STATE GOVT,93007,"8,868,314","273,501","4,390,386","2,278,027","2,112,359","158,886",103,"276,814","567,791","2,968","744,890","150,779","210,128","477,462","3,563",0,"98,831","16,903","220,994","204,831","16,163","12,477","124,694",0,"3,525,396","3,019,510","505,886","201,569",671,"56,592","144,306",0
2007,2,AK STATE GOVT,63007,"3,688,447","65,780","235,797",0,"235,797","35,044","2,446","55,402","39,303",0,"4,096","73,994","25,512","136,315","1,777",0,"1,405","32,349","54,672","54,672",0,367,"38,720","7,025","813,762",0,"813,762","2,436,793",133,0,"2,436,660",0
2007,3,AZ STATE GOVT,63007,"14,404,976","924,995","8,289,660","6,612,350","1,677,310","63,190",619,"440,696","768,914",432,"45,346","358,113",0,"413,204","9,986",26,"21,828","30,549","240,021","213,008","27,013",0,"98,885","11,909","4,733,557","3,747,387","986,170","43,560",0,0,"43,560",0
2007,4,AR STATE GOVT,63007,"7,391,778","633,016","3,854,708","2,904,401","950,307","46,755","2,655","138,612","462,056","5,417",0,"148,317","146,495","298,309","1,822",445,"22,810","20,496","146,259","131,292","14,967","7,914","92,376","6,187","2,531,424","2,168,441","362,983","74,321",0,"42,433","21,579","10,309"
2007,5,CA STATE GOVT,63007,"114,736,981","2,304,092","40,503,828","32,669,175","7,834,653","333,789",0,"2,178,336","3,432,527","37,527","687,164","1,078,536","86,774","7,415,002","48,881","12,241","64,014","90,360","2,849,952","2,621,956","227,996","876,698","3,468,911","3,945","64,476,185","53,318,287","11,157,898","37,874","6,348",0,"31,526",0
2007,6,CO STATE GOVT,63007,"9,216,983",0,"3,450,208","2,196,193","1,254,015","34,394","112,536","182,111","684,590","2,972","9,750","227,662",0,"354,417","6,097",831,"8,887","76,146","215,421","204,994","10,427","11,071","35,221",743,"5,274,868","4,795,423","479,445","137,490",602,0,"136,888",0
2007,7,CT STATE GOVT,63007,"13,271,789",0,"5,316,797","3,030,353","2,286,444","40,411","465,737","233,942","439,673","8,650","233,555","253,774","610,702","363,973","6,385",40,"17,800","5,581","241,425","203,399","38,026",0,"87,471","5,271","7,229,395","6,335,078","894,317","361,624","178,380","183,244",0,0
2007,8,DE STATE GOVT,63007,"2,905,905",0,"459,209",0,"459,209","14,802",0,"110,167","117,484",147,"47,665","88,085","80,859","1,006,434",977,450,"624,210","1,049","37,448","34,783","2,665","6,987","240,730","94,583","1,327,638","1,025,416","302,222","112,624",893,"110,935",0,796
2007,10,FL STATE GOVT,63007,"38,818,707","40,518","30,615,783","22,848,990","7,766,793","653,721",0,"785,875","2,305,859","28,098","3,023,849","454,017","515,374","1,875,317","36,846","5,048","196,157","14,750","1,348,925","1,176,282","172,643","33,519","239,006","1,066","2,442,516",0,"2,442,516","3,844,573","43,397","3,755,306","45,870",0
2007,11,GA STATE GOVT,63007,"18,253,216","78,958","7,854,746","5,915,521","1,939,225","160,068",0,"341,716","1,082,874",0,0,"242,799","111,768","486,182","1,483",87,"29,908","19,737","353,418","289,931","63,487",11,"73,035","8,503","9,816,602","8,799,415","1,017,187","16,728","1,403","15,325",0,0
2007,12,HI STATE GOVT,63007,"5,090,499",0,"3,227,965","2,557,644","670,321","46,034",0,"99,079","89,729",0,"124,017","85,779","225,683","152,895",0,0,"1,478",440,"108,760","108,314",446,"14,580","26,176","1,461","1,661,153","1,560,306","100,847","48,486",162,"48,324",0,0
2007,13,ID STATE GOVT,63007,"3,536,574",0,"1,668,798","1,277,533","391,265","7,416",0,"85,622","231,894","1,931","2,260","55,320","6,822","264,108","1,600",359,"2,448","33,889","131,905","125,306","6,599","34,068","56,481","3,358","1,594,691","1,406,462","188,229","8,977",177,0,"6,649","2,151"
2007,14,IL STATE GOVT,63007,"30,065,517","60,397","14,914,827","7,817,291","7,097,536","155,680","832,094","328,949","1,453,706","8,515","1,878,521","638,796","1,801,275","2,381,112","11,387","1,229","201,366","35,516","1,425,718","1,354,997","70,721",0,"700,237","5,659","12,344,797","9,408,437","2,936,360","364,384","264,395","99,635",354,0
2007,15,IN STATE GOVT,63007,"14,198,709","5,427","7,942,905","5,423,501","2,519,404","39,704","830,330","190,811","880,874","4,572","202,843","360,530","9,740","496,368","10,848","4,896","7,111","18,466","411,805","182,932","228,873",0,"39,189","4,053","5,602,716","4,615,605","987,111","151,293","150,290",0,"1,003",0
2007,16,IA STATE GOVT,63007,"6,469,752",0,"2,767,626","1,786,668","980,958","14,237","276,132","105,223","447,484","2,675",0,"135,207",0,"615,343","10,499","22,053","35,742","27,076","408,129","401,265","6,864","11,543","91,931","8,370","2,991,678","2,666,601","325,077","95,105","77,750","17,355",0,0
2007,17,KS STATE GOVT,63007,"6,893,359","73,383","3,057,029","2,242,025","815,004","101,260",535,"129,841","431,394","2,760",892,"120,587","27,735","302,685","2,603",215,"56,152","20,877","189,371","169,653","19,718","5,237","25,309","2,921","3,272,361","2,744,934","527,427","187,901","55,620",0,"132,281",0
2007,18,KY STATE GOVT,63007,"9,895,207","493,623","4,590,295","2,817,636","1,772,659","102,201",190,"148,247","570,540","5,833","52,584","177,527","715,537","459,329","5,345",284,"76,602","24,911","227,323","209,881","17,442","10,110","110,597","4,157","4,029,600","3,041,535","988,065","322,360","43,578","3,469","275,313",0
2007,19,LA STATE GOVT,63007,"10,973,115","38,757","5,481,652","3,481,242","2,000,410","53,881","726,078","402,298","616,636","4,643","17,607","147,262","32,005","570,472",0,0,"315,296","28,312","122,867","110,997","11,870","5,797","95,046","3,154","3,966,936","3,214,163","752,773","915,298","11,134",0,"904,164",0
2007,20,ME STATE GOVT,63007,"3,696,065","37,807","1,688,712","1,054,812","633,900","16,976","19,930","85,169","232,650","3,488","24,442","158,953","92,292","232,091","4,159",704,"7,978","15,769","97,281","85,691","11,590",0,"97,434","8,766","1,653,147","1,469,295","183,852","84,308","54,820","29,488",0,0
2007,21,MD STATE GOVT,63007,"15,094,183","595,373","5,811,886","3,447,828","2,364,058","28,682","7,540","385,026","753,988","2,019","132,789","277,755","776,259","722,214","1,089",26,"73,779","13,708","485,466","459,907","25,559",0,"146,027","2,119","7,461,198","6,679,168","782,030","503,512","224,322","214,347",0,"64,843"
2007,22,MA STATE GOVT,63007,"20,691,368",74,"6,005,944","4,075,549","1,930,395","71,728","3,805","397,280","676,119","3,859","24,000","438,074","315,530","693,525","3,118",447,"25,418","5,437","382,728","300,426","82,302","17,600","162,032","96,745","13,506,547","11,399,649","2,106,898","485,278","249,597","235,681",0,0
2007,23,MI STATE GOVT,93007,"23,848,753","2,322,506","11,602,093","7,983,098","3,618,995","136,483","159,363","223,754","1,034,462","9,168","20,829","1,131,712","903,224","1,375,194","13,461",0,"20,314","49,981","960,783","909,353","51,430","21,884","152,040","156,731","8,228,891","6,442,678","1,786,213","320,069",712,"237,483","81,874",0
2007,24,MN STATE GOVT,63007,"17,768,434","674,559","7,302,090","4,470,596","2,831,494","72,315","49,137","318,179","644,172","1,520",50,"448,380","1,297,741","973,363","1,602","1,052","6,763","59,512","561,106","512,656","48,450",0,"297,385","45,943","8,414,670","7,230,854","1,183,816","403,752","107,599","261,562","34,591",0
2007,25,MS STATE GOVT,63007,"6,481,876","47,621","4,178,190","3,155,622","1,022,568","41,977","185,847","191,973","448,826",0,"2,049","55,631","96,265","403,092","2,777","5,866","125,580","14,709","156,028","124,836","31,192","7,563","79,679","10,890","1,771,014","1,401,809","369,205","81,959",145,0,"81,814",0
2007,26,MO STATE GOVT,63007,"10,705,687","26,397","4,814,498","3,272,919","1,541,579","31,324","339,579","294,947","736,652",0,0,"108,876","30,201","631,284","4,199",902,"76,570","30,697","270,456","253,464","16,992","20,191","165,609","62,660","5,225,477","4,834,820","390,657","8,031",0,"7,945",58,28
2007,27,MT STATE GOVT,63007,"2,319,992","201,825","530,159",0,"530,159","25,669","60,179","63,060","210,693",136,"40,674","91,470","38,278","308,304","1,665","4,988","3,023","47,076","158,642","150,082","8,560",14,"85,425","7,471","1,011,623","832,916","178,707","268,081",755,0,"264,740","2,586"
2007,28,NE STATE GOVT,63007,"4,122,427","2,395","2,003,650","1,484,170","519,480","25,828","5,521","36,625","320,509",233,"54,282","71,526","4,956","207,361",282,348,"7,081","15,270","100,095","91,150","8,945",0,"63,250","21,035","1,863,922","1,650,895","213,027","45,099","27,366","15,234","2,499",0
2007,29,NV STATE GOVT,63007,"6,304,752","184,467","5,126,064","3,212,848","1,913,216","39,862","1,089,065","259,329","328,433",0,"11,193","137,649","47,685","522,606",0,"95,256","72,119","9,114","185,781","170,142","15,639",0,"154,860","5,476",0,0,0,"471,615",759,"129,725","62,178","278,953"
2007,30,NH STATE GOVT,63007,"2,175,057","385,268","734,894",0,"734,894","12,519",191,"87,346","129,182","3,148","73,494","138,511","290,503","209,662","3,266",322,"37,382","8,782","99,031","85,806","13,225","6,867","51,161","2,851","703,241","107,452","595,789","141,992",377,"141,605",0,10
2007,31,NJ STATE GOVT,63007,"29,487,862","3,796","12,180,803","8,609,639","3,571,164","103,293","450,115","478,699","561,519",0,"926,730","784,329","266,479","1,497,110","6,909","78,045","320,793","12,398","488,109","449,060","39,049","1,498","587,255","2,103","14,614,329","11,727,192","2,887,137","1,191,824","604,700","587,124",0,0
2007,32,NM STATE GOVT,63007,"5,527,217","55,644","2,646,901","1,936,640","710,261","41,857","70,893","120,823","243,757","1,378","30,000","46,775","154,778","244,441",302,0,"2,955","21,660","194,339","190,410","3,929",353,"24,469",363,"1,637,798","1,177,918","459,880","942,433",79,0,"942,354",0
2007,33,NY STATE GOVT,33107,"63,161,582",0,"19,505,685","10,879,888","8,625,797","194,222",671,"1,172,298","516,224","28,087","773,876","981,861","4,958,558","1,327,930","58,173",67,"71,518","40,763","974,540","817,299","157,241","19,016","149,476","14,377","39,996,097","34,579,992","5,416,105","2,331,870","1,053,384","1,278,486",0,0
2007,34,NC STATE GOVT,63007,"22,612,798",0,"8,866,005","5,202,423","3,663,582","246,163","15,882","487,119","1,608,984",0,"372,028","241,314","692,092","1,338,413","14,371",0,"399,207","17,419","740,775","614,000","126,775",0,"162,303","4,338","12,154,495","10,588,951","1,565,544","253,885","177,543","74,444","1,898",0
2007,35,ND STATE GOVT,63007,"1,782,990","1,787","808,706","484,341","324,365","6,447","8,927","30,168","138,813",255,"35,475","24,236","80,044","127,842",280,292,0,"14,626","61,643","57,635","4,008",4,"50,997",0,"453,318","316,894","136,424","391,337",0,0,"391,337",0
2007,36,OH STATE GOVT,63007,"25,697,905",0,"12,447,998","7,750,543","4,697,455","91,521",0,"447,603","1,719,809","12,116","1,106,302","986,252","333,852","2,322,424","38,706","19,910","648,584","49,494","894,965","812,487","82,478","41,465","608,242","21,058","10,848,582","9,722,928","1,125,654","78,901","71,886",0,"7,015",0
2007,37,OK STATE GOVT,63007,"8,140,573",0,"2,939,995","1,964,098","975,897","79,694","11,096","197,026","396,991","1,834","29,969","231,428","27,859","835,938","4,843","52,207","49,999","20,286","621,968","608,318","13,650",29,"85,544","1,062","3,336,226","2,774,851","561,375","1,028,414","66,650","17,218","942,148","2,398"
2007,38,OR STATE GOVT,63007,"7,742,862","21,791","782,874",0,"782,874","13,889",90,"56,167","416,964","2,592","22,071","271,101",0,"832,937","2,836","2,768","11,355","39,890","492,188","460,186","32,002","1,991","275,423","6,486","6,001,688","5,595,831","405,857","103,572","79,649","11,410","12,513",0
2007,39,PA STATE GOVT,63007,"30,837,657","64,467","14,482,543","8,661,711","5,820,832","264,665","255,074","693,984","2,142,989","24,737","1,299,169","1,018,438","121,776","2,847,005","16,183","313,973","776,886","67,636","876,988","818,588","58,400","56,405","723,015","15,919","12,099,253","9,812,726","2,286,527","1,344,389","736,610","583,427",0,"24,352"
2007,40,RI STATE GOVT,63007,"2,766,046","1,479","1,356,587","875,619","480,968","11,356",0,"56,581","131,696","2,902","102,119","119,867","56,447","94,012",149,948,"4,189","1,781","53,104","52,539",565,0,"32,887",954,"1,264,768","1,085,600","179,168","49,200","35,962","13,144",0,94
2007,41,SC STATE GOVT,63007,"8,688,935","9,361","4,577,312","3,233,632","1,343,680","147,401","38,095","123,003","533,285",0,"39,985","31,672","430,239","471,080","8,629","1,494","67,065","17,156","223,961","171,778","52,183",0,"141,521","11,254","3,551,370","3,239,468","311,902","79,812","1,560","78,252",0,0
2007,42,SD STATE GOVT,63007,"1,265,925",0,"1,020,081","711,321","308,760","13,414","7,765","58,981","123,484",303,"2,862","46,665","55,286","163,851",315,92,"3,101","26,437","47,895","45,417","2,478",0,"75,011","11,000","76,665",0,"76,665","5,328",506,122,"4,700",0
2007,43,TN STATE GOVT,63007,"11,390,037",0,"8,363,985","6,772,468","1,591,517","112,035",0,"374,502","859,743",0,"7,813","135,802","101,622","1,270,137","11,524",309,"635,002","34,108","315,891","271,080","44,811","6,799","259,037","7,467","1,369,567","249,145","1,120,422","386,348","111,191","239,872","1,604","33,681"
2007,44,TX STATE GOVT,83107,"40,314,714",0,"31,811,384","20,434,675","11,376,709","735,650","26,390","1,292,460","3,075,308","10,919","995,056","1,330,589","3,910,337","5,735,796","51,375","7,945","3,215,219","91,384","1,550,710","1,433,781","116,929","17,481","763,108","38,574",0,0,0,"2,767,534","4,594",0,"2,762,940",0
2007,45,UT STATE GOVT,63007,"6,075,590",0,"2,625,037","1,953,643","671,394","35,872",0,"123,665","382,381",0,"30,231","62,473","36,772","388,621","1,842",0,"5,038","26,111","313,931","303,466","10,465",0,"36,588","5,111","2,959,895","2,561,001","398,894","102,037",498,0,"101,539",0
2007,46,VT STATE GOVT,63007,"2,563,506","889,022","844,977","334,413","510,564","19,204",0,"55,131","87,370",0,"10,310","64,300","274,249","111,408",375,0,"4,693","5,775","81,243","75,831","5,412",0,"17,351","1,971","664,551","581,189","83,362","53,548","17,806","29,830",0,"5,912"
2007,47,VA STATE GOVT,63007,"18,666,687","20,676","6,095,942","3,634,588","2,461,354","167,754",130,"384,894","918,849",0,"139,705","172,077","677,945","673,592","11,157",116,"57,257","26,402","413,581","367,848","45,733",0,"160,516","4,563","11,118,351","10,238,776","879,575","758,126","152,864","582,309","2,006","20,947"
2007,48,WA STATE GOVT,63007,"17,705,980","1,688,530","13,851,911","10,861,327","2,990,584","253,225",76,"391,949","1,128,798","1,994","444,134","444,688","325,720","895,327","11,099","13,574","24,022","32,214","520,306","459,158","61,148","16,869","233,237","44,006",0,0,0,"1,270,212","182,853","1,038,632","48,727",0
2007,49,WV STATE GOVT,63007,"4,642,230","4,104","2,213,341","1,129,531","1,083,810","9,012",0,"111,176","349,167","3,097","152,529","111,392","347,437","184,370","11,560",15,"8,691","16,701","90,944","87,715","3,229","13,956","42,282",221,"1,899,647","1,360,511","539,136","340,768",199,"12,249","328,320",0
2007,50,WI STATE GOVT,63007,"14,482,624","120,103","6,037,081","4,158,611","1,878,470","52,205",360,"156,765","996,200","1,018","350,583","313,645","7,694","860,536","1,641",612,"16,957","71,017","397,237","365,968","31,269","65,255","302,866","4,951","7,256,992","6,333,633","923,359","207,912","121,113","71,730","4,960","10,109"
2007,51,WY STATE GOVT,63007,"2,025,090","266,498","825,964","698,437","127,527","2,776",0,"23,701","72,037",180,"2,977","24,610","1,246","126,316",0,0,"9,514","30,891","67,046","65,043","2,003",0,"18,851",14,0,0,0,"806,312","2,680",0,"803,632",0
2006,0,US STATE GOVTS,N/A,"715,973,170","12,283,609","337,948,927","229,630,169","108,318,758","4,925,215","5,660,945","15,080,258","35,709,975","238,770","13,320,828","14,536,527","18,846,240","44,949,296","423,409","299,790","7,496,717","1,367,937","21,086,877","18,996,711","2,090,166","484,162","13,035,066","755,338","293,115,052","245,645,917","47,469,135","27,676,286","4,960,948","11,924,758","10,567,667","222,913"
2006,1,AL STATE GOVT,93006,"8,529,676","249,383","4,233,895","2,221,506","2,012,389","120,662",89,"273,432","566,700","3,207","692,174","154,321","201,804","481,969","2,429",0,"88,112","16,602","237,543","223,052","14,491","11,710","125,573",0,"3,325,007","2,766,239","558,768","239,422","1,865","54,779","182,778",0
2006,2,AK STATE GOVT,63006,"2,484,422","54,507","208,898",0,"208,898","35,225","2,412","51,912","42,087",0,"3,878","64,106","9,278","124,135","1,937",1,"1,343","26,699","52,494","52,494",0,360,"37,307","3,994","821,664",0,"821,664","1,275,218",576,0,"1,274,642",0
2006,3,AZ STATE GOVT,63006,"13,355,582","878,057","7,911,603","6,311,293","1,600,310","61,147",623,"419,888","772,849",529,"47,273","298,001",0,"370,461","4,616",40,"24,778","22,020","214,448","189,261","25,187",0,"94,484","10,075","4,143,283","3,253,279","890,004","52,178","11,684",0,"40,494",0
2006,4,AR STATE GOVT,63006,"7,015,781","574,980","3,690,394","2,772,131","918,263","45,541",0,"127,805","456,377","5,519",0,"148,879","134,142","287,716","1,581",188,"20,916","18,960","144,621","130,196","14,425","8,770","86,960","5,720","2,381,358","2,012,835","368,523","81,333","2,292","46,228","22,225","10,588"
2006,5,CA STATE GOVT,63006,"111,346,857","2,260,724","39,942,812","32,199,800","7,743,012","318,276",0,"2,202,327","3,393,381","38,018","605,852","1,088,703","96,455","7,587,197","45,927","9,479","61,280","86,918","2,811,928","2,586,974","224,954","50,770","4,508,702","12,193","61,536,290","51,219,823","10,316,467","19,834","3,786",0,"16,048",0
2006,6,CO STATE GOVT,63006,"8,533,541",0,"3,253,073","2,105,049","1,148,024","33,217","105,595","177,783","589,533","3,398","9,291","229,207",0,"344,217","5,756","1,020","2,614","70,706","214,486","202,115","12,371","11,234","37,684",717,"4,716,617","4,258,944","457,673","219,634","6,881",0,"212,753",0
