year,state,name,FiscalYear, Total Taxes , Property Tax (T01) , Tot Sales & Gr Rec Tax , Total Gen Sales Tax (T09) , Total Select Sales Tax , Alcoholic Beverage Tax (T10) , Amusement Tax (T11) , Insurance Premium Tax (T12) , Motor Fuels Tax (T13) , Parimutuels Tax (T14) , Public Utility Tax (T15) , Tobacco Tax (T16) , Other Select Sales Tax (T19) , Total License Taxes , Alcoholic Beverage Lic (T20) , Amusement License (T21) , Corporation License (T22) , Hunt and Fish License (T23) , Motor Veh & Oper Lic , Motor Vehicle License (T24) , Motor Veh Oper License (T25) , Public Utility License (T27) , Occup and Bus Lic NEC (T28) , Other License Taxes (T29) , Total Income Taxes , Individual Income Tax (T40) , Corp Net Income Tax (T41) , Total Other Taxes , Death and Gift Tax (T50) , Docum and Stock Tr Tax (T51) , Severance Tax (T53) , Taxes NEC (T99) 
1990,45,UT STATE GOVT,63090,"1,767,991",282,"915,027","707,114","207,913","16,206",0,"32,364","132,475",0,"4,616","22,252",0,"73,996",420,0,0,"16,112","47,777","41,664","6,113",0,"9,159",528,"740,997","646,830","94,167","37,689","7,593",0,"30,096",0
1990,46,VT STATE GOVT,63090,"665,743",348,"321,034","136,029","185,005","14,213",0,"17,473","53,578",197,"11,226","12,031","76,287","52,784",377,210,653,"4,090","39,253","37,165","2,088",0,"6,493","1,708","278,032","250,904","27,128","13,545","3,067","7,989",0,"2,489"
1990,47,VA STATE GOVT,63090,"6,600,489","16,695","2,643,757","1,353,076","1,290,681","83,607",90,"178,619","621,914",0,"100,657","16,251","289,543","367,860","5,365",44,"22,496","17,458","264,065","246,870","17,195",0,"56,048","2,384","3,388,357","3,082,187","306,170","183,820","63,063","89,741","1,556","29,460"
1990,48,WA STATE GOVT,63090,"7,423,096","1,103,601","5,564,180","4,470,930","1,093,250","113,318",39,"92,701","483,546","10,449","166,810","138,659","87,728","391,071","7,759",179,"7,298","26,530","190,839","173,027","17,812","14,117","141,849","2,500",0,0,0,"364,244","29,713","265,274","69,257",0
1990,49,WV STATE GOVT,63090,"2,229,745","1,499","1,192,642","764,523","428,119","8,572",31,"52,068","208,625","11,517","9,972","32,358","104,976","123,705","5,824",0,"4,000","12,081","76,348","74,184","2,164","8,321","16,859",272,"738,500","516,858","221,642","173,399","6,927","3,780","162,692",0
1990,50,WI STATE GOVT,63090,"6,557,746","43,437","2,997,869","1,983,828","1,014,041","39,797",647,"76,882","529,159",826,"225,931","140,799",0,"334,392",183,492,"5,337","36,400","178,187","161,918","16,269",6,"105,716","8,071","3,061,458","2,624,896","436,562","120,590","92,203","18,587",868,"8,932"
1990,51,WY STATE GOVT,63090,"611,613","75,823","216,866","162,267","54,599","1,125",0,"10,494","37,453",149,0,"5,378",0,"62,698",0,0,"2,071","14,628","42,705","41,988",717,"1,560","1,491",243,0,0,0,"256,226","2,202",0,"254,024",0
1989,0,US STATE GOVTS,N/A,"284,412,634","5,292,776","138,569,077","93,489,922","45,079,155","3,117,812","572,649","7,400,815","18,105,711","665,704","6,201,854","5,053,660","3,960,950","17,702,540","249,116","187,747","3,006,003","772,838","10,185,485","9,391,730","793,755","229,297","2,872,134","199,920","112,683,277","88,817,680","23,865,597","10,164,964","3,485,608","2,397,598","4,144,152","137,606"
1989,1,AL STATE GOVT,93089,"3,662,563","85,964","1,916,314","982,170","934,144","105,596",65,"139,421","287,012","4,419","261,486","69,442","66,703","296,931","2,717",0,"76,149","12,739","131,496","122,316","9,180","1,283","72,547",0,"1,279,138","1,063,321","215,817","84,216","11,469","11,013","61,734",0
1989,2,AK STATE GOVT,63089,"1,410,330","89,713","80,954",0,"80,954","11,819",631,"19,391","36,943",0,"2,084","9,061","1,025","80,109","1,563",316,929,"12,207","20,112","19,462",650,0,"44,982",0,"459,686",0,"459,686","699,868",669,0,"698,850",349
1989,3,AZ STATE GOVT,63089,"4,060,582","191,877","2,470,297","1,841,918","628,379","40,544",852,"90,599","336,894","10,058","98,903","50,529",0,"260,957","3,154",29,"3,952","12,484","204,475","197,255","7,220",0,"24,848","12,015","1,113,371","913,344","200,027","24,080","24,080",0,0,0
1989,4,AR STATE GOVT,63089,"2,172,464","6,036","1,179,715","797,345","382,370","23,130",0,"60,100","218,913","16,292",0,"63,935",0,"162,884","1,463",288,"7,866","16,047","101,807","99,610","2,197","6,321","28,629",463,"793,606","681,935","111,671","30,223","8,676","6,359","14,490",698
1989,5,CA STATE GOVT,63089,"41,213,784","2,004,209","16,205,198","12,732,257","3,472,941","128,221",0,"1,314,750","1,308,036","140,337","39,330","517,280","24,987","1,761,806","32,734",73,"8,001","65,987","1,164,157","1,088,601","75,556","51,377","433,697","5,780","20,878,208","15,815,364","5,062,844","364,363","335,083",0,"29,280",0
1989,6,CO STATE GOVT,63089,"2,903,821","8,520","1,241,925","750,960","490,965","21,168",782,"84,704","303,554","8,522","3,707","60,370","8,158","168,883","2,507",51,"3,460","34,607","89,853","82,500","7,353",0,"30,807","7,598","1,444,030","1,272,854","171,176","40,463","16,237",0,"13,787","10,439"
1989,7,CT STATE GOVT,63089,"4,808,456",12,"3,057,099","2,067,680","989,419","34,200","17,334","175,898","317,504","61,453","260,656","95,203","27,171","246,436","5,859",601,"7,086","2,884","190,693","168,698","21,995",0,"34,422","4,891","1,250,690","450,737","799,953","254,219","188,679","65,540",0,0
1989,8,DE STATE GOVT,63089,"1,130,196",0,"158,817",0,"158,817","4,936",0,"34,601","62,833",81,"17,204","12,117","27,045","329,958",602,103,"195,862",923,"25,024","23,475","1,549","3,422","103,515",507,"582,796","427,396","155,400","58,625","15,723","41,692",0,"1,210"
1989,10,FL STATE GOVT,63089,"12,455,553","259,858","9,878,661","7,637,957","2,240,704","456,476","2,573","250,144","752,013","106,420","227,616","333,293","112,169","770,546","23,265","8,300","25,000","12,566","499,011","427,461","71,550","15,277","167,858","19,269","725,364",0,"725,364","821,124","190,282","570,289","60,553",0
1989,11,GA STATE GOVT,63089,"6,347,203","22,647","2,812,473","2,026,098","786,375","115,670",0,"157,074","425,704",0,0,"87,927",0,"185,198","1,963",0,"22,198","16,052","96,361","77,634","18,727",0,"31,673","16,951","3,257,060","2,732,045","525,015","69,825","37,326","18,196",0,"14,303"
1989,12,HI STATE GOVT,63089,"2,217,039",0,"1,315,214","1,024,978","290,236","38,609",0,"35,093","51,292",0,"64,846","24,413","75,983","33,832",0,0,"1,262",212,"19,160","19,160",0,"2,410","10,715",73,"856,103","768,004","88,099","11,890","6,675","5,215",0,0
1989,13,ID STATE GOVT,63089,"1,035,025",78,"521,382","346,636","174,746","12,443",0,"35,508","105,175","1,546","1,593","16,329","2,152","93,036",964,0,265,"15,093","58,754","55,743","3,011","2,488","14,440","1,032","418,295","346,674","71,621","2,234","1,853",0,381,0
1989,14,IL STATE GOVT,63089,"11,760,588","229,010","5,997,812","3,899,903","2,097,909","65,367","8,439","255,057","724,256","42,186","659,349","236,689","106,566","840,635","1,721",965,"79,302","14,279","674,910","639,375","35,535",0,"66,838","2,620","4,583,081","3,510,059","1,073,022","110,050","95,764","14,286",0,0
1989,15,IN STATE GOVT,63089,"5,902,572","3,189","3,390,994","2,580,664","810,330","36,760",47,"103,436","557,084",0,0,"113,003",0,"219,277","7,584",312,"4,161","11,594","174,540","174,540",0,93,"19,383","1,610","2,226,922","1,944,900","282,022","62,190","61,203",0,987,0
1989,16,IA STATE GOVT,63089,"3,167,409",0,"1,443,362","931,743","511,619","12,559",0,"84,878","311,077","10,928",0,"92,177",0,"278,998","7,656",0,"26,597","11,935","205,352","201,441","3,911","4,651","19,620","3,187","1,375,258","1,172,573","202,685","69,791","66,510","3,281",0,0
1989,17,KS STATE GOVT,63089,"2,496,343","30,291","1,159,738","806,230","353,508","47,776",795,"69,402","171,113",0,736,"57,457","6,229","138,607","2,111",201,"12,438","9,818","86,719","80,769","5,950","3,089","23,300",931,"1,042,674","844,369","198,305","125,033","45,310",0,"79,723",0
1989,18,KY STATE GOVT,63089,"4,072,935","281,890","1,872,719","1,045,201","827,518","49,134",276,"208,032","356,217","10,403",0,"14,193","189,263","244,360","1,907",498,"69,352","10,983","135,064","127,365","7,699","1,808","22,901","1,847","1,422,510","1,111,707","310,803","251,456","53,397","2,994","195,065",0
1989,19,LA STATE GOVT,63089,"3,969,193","28,068","2,069,706","1,306,293","763,413","54,740","3,853","176,994","375,219","20,215","34,388","72,791","25,213","401,715","2,118",105,"262,508","10,849","85,490","77,795","7,695","2,716","36,834","1,095","1,021,427","676,843","344,584","448,277","36,743",0,"411,534",0
1989,20,ME STATE GOVT,63089,"1,590,423","28,479","774,754","517,068","257,686","37,154",0,"36,621","127,149","1,656","14,977","40,129",0,"96,364","1,928",387,"2,112","11,185","60,748","54,676","6,072",0,"19,056",948,"667,596","571,263","96,333","23,230","10,255","12,975",0,0
1989,21,MD STATE GOVT,63089,"6,195,976","163,225","2,640,580","1,507,053","1,133,527","26,999","1,602","131,337","439,682","3,080","109,557","63,500","357,770","245,738",366,17,"4,625","8,951","153,783","145,483","8,300",0,"76,346","1,650","2,986,307","2,655,228","331,079","160,126","60,175","81,024",0,"18,927"
1989,22,MA STATE GOVT,63089,"9,118,183","1,188","3,027,564","2,083,944","943,620","76,308","9,701","301,552","306,871","32,666",0,"158,626","57,896","308,785","1,632",808,"15,946","4,695","236,896","190,016","46,880",0,"46,504","2,304","5,476,010","4,286,689","1,189,321","304,636","258,560","46,076",0,0
1989,23,MI STATE GOVT,93089,"11,124,073","332,290","4,329,932","3,127,695","1,202,237","127,851",0,"76,601","695,396","20,801",0,"267,077","14,511","652,445","12,100",70,"12,629","40,593","504,051","464,686","39,365","14,034","53,033","15,935","5,651,191","3,789,065","1,862,126","158,215","102,989",0,"40,541","14,685"
1989,24,MN STATE GOVT,63089,"6,400,520","7,922","2,952,207","1,776,087","1,176,120","55,001",0,"120,639","453,187","2,511","98,564","159,081","287,137","422,085",510,0,"3,585","29,363","310,304","295,466","14,838",0,"72,092","6,231","2,984,608","2,496,790","487,818","33,698","27,290",2,"6,406",0
1989,25,MS STATE GOVT,63089,"2,277,058",269,"1,520,385","1,040,917","479,468","32,590",407,"101,299","292,360",0,0,"52,812",0,"154,024","2,352",0,"47,398","7,745","67,444","61,564","5,880","1,635","27,342",108,"542,994","400,207","142,787","59,386","14,303",0,"45,083",0
1989,26,MO STATE GOVT,63089,"4,685,374","11,241","2,365,602","1,765,638","599,964","23,589",0,"145,438","349,576",0,647,"80,714",0,"346,359","2,430","1,127","58,237","14,937","207,063","194,114","12,949","8,293","50,101","4,171","1,931,570","1,688,344","243,226","30,602","28,853",0,26,"1,723"
1989,27,MT STATE GOVT,63089,"727,969","36,569","179,330",0,"179,330","13,268",0,"29,102","107,035",131,"11,484","11,916","6,394","80,410","1,455","13,352",827,"19,272","34,130","32,070","2,060","1,314","10,021",39,"321,678","265,538","56,140","109,982","10,092",0,"85,457","14,433"
1989,28,NE STATE GOVT,63089,"1,449,994","4,118","781,194","490,812","290,382","16,241","7,424","42,103","173,288",709,"1,664","40,090","8,863","101,561",253,0,"4,640","7,967","55,088","51,886","3,202",0,"21,302","12,311","554,724","474,100","80,624","8,397","3,777","2,336","2,284",0
1989,29,NV STATE GOVT,63089,"1,356,233","15,838","1,177,523","698,910","478,613","13,882","277,557","45,065","103,885",0,"3,678","30,041","4,505","156,895",21,"56,116","4,050","6,733","73,403","69,423","3,980",0,"14,105","2,467",0,0,0,"5,977","5,591",0,386,0
1989,30,NH STATE GOVT,63089,"613,232","9,857","268,582",0,"268,582","11,527","1,478","35,484","87,978","10,366","8,383","31,438","81,928","86,156",702,538,"4,864","5,483","53,270","48,259","5,011","2,594","16,265","2,440","188,260","36,255","152,005","60,377","30,977","29,253",147,0
1989,31,NJ STATE GOVT,63089,"10,501,352","24,926","5,330,708","3,155,955","2,174,753","53,485","222,567","233,040","422,616","8,223","997,338","212,173","25,311","656,704","3,847","69,269","152,615","8,006","370,661","343,232","27,429","2,472","46,608","3,226","4,205,891","2,896,266","1,309,625","283,123","204,343","78,780",0,0
1989,32,NM STATE GOVT,63089,"1,892,961",275,"1,077,544","800,580","276,964","17,320",76,"41,979","141,053","2,176","5,832","18,332","50,196","126,634",256,123,"2,838","8,477","103,293","99,313","3,980",72,"11,020",555,"425,781","349,239","76,542","262,727","6,556",0,"256,171",0
1989,33,NY STATE GOVT,33189,"26,576,039",0,"8,663,676","5,749,616","2,914,060","144,576",870,"582,240","488,730","82,224","1,031,927","381,099","202,394","752,082","29,414","1,888","20,686","28,891","480,797","419,881","60,916","34,013","152,835","3,558","15,853,298","13,844,385","2,008,913","1,306,983","511,979","795,004",0,0
1989,34,NC STATE GOVT,63089,"7,369,389","86,892","2,916,047","1,701,833","1,214,214","147,010",0,"187,502","609,625",0,"226,481","15,684","27,912","473,153","2,658","4,051","122,598","13,299","271,425","232,410","39,015",0,"57,827","1,295","3,820,026","3,030,765","789,261","73,271","71,747",0,"1,524",0
1989,35,ND STATE GOVT,63089,"666,140","1,135","378,918","222,805","156,113","5,507","1,833","14,433","72,057",15,"12,139","15,267","34,862","56,973",250,150,572,"4,035","39,701","37,158","2,543",241,"11,675",349,"147,957","105,524","42,433","81,157","1,658",0,"79,499",0
1989,36,OH STATE GOVT,63089,"10,807,392","13,228","5,400,602","3,424,885","1,975,717","65,848",0,"252,271","812,682","12,825","608,754","223,337",0,"787,769","19,441",0,"221,633","14,888","393,197","378,554","14,643",914,"134,193","3,503","4,540,002","3,809,492","730,510","65,791","56,992",0,"8,799",0
1989,37,OK STATE GOVT,63089,"3,312,359",0,"1,501,553","777,825","723,728","54,633",12,"142,604","315,462","6,332","13,357","79,410","111,918","343,603","3,007","5,596","32,634","11,593","256,843","249,569","7,274",3,"28,699","5,228","1,045,467","932,616","112,851","421,736","35,983","4,470","371,573","9,710"
1989,38,OR STATE GOVT,63089,"2,586,262",183,"363,268",0,"363,268","10,839",114,"55,904","210,117","4,664","8,831","72,799",0,"292,535","1,568",663,"3,936","25,779","191,192","176,837","14,355","7,084","60,376","1,937","1,883,140","1,725,324","157,816","47,136","8,983",699,"37,454",0
1989,39,PA STATE GOVT,63089,"12,692,593","147,015","6,368,268","4,085,875","2,282,393","137,360",119,"335,229","737,608","9,691","541,116","223,903","297,367","1,284,556","11,242",24,"538,379","38,867","474,341","429,317","45,024","28,616","187,841","5,246","4,227,763","3,058,526","1,169,237","664,991","446,708","218,283",0,0
1989,40,RI STATE GOVT,63089,"1,159,113","8,590","580,077","394,446","185,631","7,324",183,"32,709","50,273","10,943","49,917","31,965","2,317","45,892",241,95,"3,415",944,"31,959","31,959",0,129,"8,609",500,"499,084","421,460","77,624","25,470","19,360","5,893",0,217
1989,41,SC STATE GOVT,63089,"3,718,568","7,990","1,997,468","1,349,299","648,169","109,854","12,101","94,351","328,304",0,"32,362","30,523","40,674","195,328","9,532","14,899","22,242","10,487","82,286","72,422","9,864",0,"40,700","15,182","1,468,437","1,248,058","220,379","49,345","35,986","13,359",0,0
1989,42,SD STATE GOVT,63089,"472,409",0,"379,435","233,529","145,906","9,018",0,"23,817","76,356",791,617,"13,598","21,709","44,137",191,163,776,"7,924","24,163","22,988","1,175",0,"10,364",556,"26,490",0,"26,490","22,347","13,099",0,"9,248",0
1989,43,TN STATE GOVT,63089,"4,066,459",0,"3,083,461","2,236,898","846,563","62,781",0,"124,311","534,841",0,"30,545","81,834","12,251","399,929","1,425",0,"176,438","13,409","171,775","152,163","19,612","1,302","32,722","2,858","467,008","95,463","371,545","116,061","43,613","54,344","1,588","16,516"
1989,44,TX STATE GOVT,83189,"13,974,361",0,"10,962,405","6,947,264","4,015,141","319,646",83,"441,550","1,500,551",0,"196,892","428,382","1,128,037","1,734,888","19,940","6,046","700,621","33,531","753,050","693,860","59,190","5,553","205,447","10,700",0,0,0,"1,277,068","104,880",0,"1,172,188",0
1989,45,UT STATE GOVT,63089,"1,623,563",322,"882,395","666,494","215,901","16,742",0,"42,084","130,082",0,"3,872","23,121",0,"72,420",402,0,0,"15,810","46,448","40,578","5,870",0,"9,229",531,"633,380","541,173","92,207","35,046","4,416",0,"30,630",0
1989,46,VT STATE GOVT,63089,"634,459",400,"309,904","132,936","176,968","14,563",0,"19,384","43,896",197,"13,491","11,675","73,762","48,825",371,191,600,"4,304","35,288","33,411","1,877",0,"6,424","1,647","251,647","213,337","38,310","23,683","4,020","17,126",0,"2,537"
1989,47,VA STATE GOVT,63089,"6,621,017","15,747","2,607,580","1,289,516","1,318,064","95,589",129,"190,282","612,408",0,"106,019","16,535","297,102","373,296","5,138",36,"20,295","16,877","274,381","254,596","19,785",0,"54,200","2,369","3,454,363","3,106,916","347,447","170,031","44,678","100,617","1,516","23,220"
1989,48,WA STATE GOVT,63089,"6,510,602","1,006,528","4,897,079","3,914,815","982,264","102,851",56,"90,673","454,144","9,482","155,011","129,704","40,343","353,857","10,911",204,"6,969","27,102","181,110","164,747","16,363","12,860","112,256","2,445",0,0,0,"253,138","17,328","176,894","58,916",0
1989,49,WV STATE GOVT,63089,"1,912,859","1,801","969,431","578,610","390,821","8,439",37,"49,627","171,217","13,120","12,237","33,017","103,127","123,067","5,413",5,"5,599","10,426","70,748","70,748",0,"11,693","17,508","1,675","673,907","467,420","206,487","144,653","5,022","3,938","135,693",0
1989,50,WI STATE GOVT,63089,"6,407,675","45,132","2,902,667","1,888,070","1,014,597","39,713",653,"76,693","517,670",0,"234,264","145,604",0,"310,188",232,87,"5,623","36,033","171,166","155,421","15,745",5,"89,199","7,843","3,024,479","2,576,112","448,367","125,209","98,012","17,660",898,"8,639"
1989,51,WY STATE GOVT,63089,"581,971","80,254","206,558","152,514","54,044","1,156",0,"9,809","38,773",241,0,"4,065",0,"61,714",0,0,"2,233","13,973","42,503","41,723",780,"1,535","1,226",244,0,0,0,"233,445","1,704",0,"231,741",0
1988,0,US STATE GOVTS,N/A,"264,145,836","5,021,399","130,330,397","87,079,049","43,251,348","3,188,780","530,792","6,907,651","17,210,686","676,607","6,179,300","4,841,851","3,715,681","17,007,084","244,241","150,139","3,169,347","733,072","9,612,680","8,847,785","764,895","246,805","2,668,675","182,125","101,740,762","80,133,347","21,607,415","10,046,194","3,240,835","2,364,368","4,330,890","110,101"
1988,1,AL STATE GOVT,93088,"3,374,056","72,965","1,825,240","927,750","897,490","97,869",59,"138,497","275,750",0,"251,884","71,575","61,856","280,666","2,278",0,"82,311","11,632","117,954","107,933","10,021","1,241","65,250",0,"1,107,116","929,459","177,657","88,069","15,393","12,073","60,603",0
1988,2,AK STATE GOVT,63088,"1,251,021","96,225","81,710",0,"81,710","12,111",0,"23,661","33,676",0,"2,024","8,879","1,359","72,234","1,632",302,892,"12,678","18,958","18,358",600,0,"37,772",0,"181,836",449,"181,387","819,016",361,0,"818,655",0
1988,3,AZ STATE GOVT,63088,"3,722,112","138,240","2,290,007","1,706,342","583,665","40,954",799,"72,433","314,928","10,145","91,999","52,407",0,"257,043","1,624",31,"3,801","13,293","197,418","190,519","6,899",0,"23,686","17,190","1,005,844","857,710","148,134","30,978","30,978",0,0,0
1988,4,AR STATE GOVT,63088,"2,021,518","5,581","1,147,721","777,073","370,648","24,229",0,"44,416","216,965","20,555",0,"64,483",0,"125,078",568,326,"7,722","16,039","73,216","68,718","4,498","6,094","20,736",377,"713,101","596,899","116,202","30,037","5,745","7,283","16,302",707
1988,5,CA STATE GOVT,63088,"36,073,563","1,880,708","14,542,515","11,515,266","3,027,249","128,720",0,"1,152,508","1,290,830","129,544","48,662","252,995","23,990","1,670,571","31,412",217,"8,124","53,998","1,136,188","1,062,730","73,458","64,783","370,620","5,229","17,646,164","12,864,291","4,781,873","333,605","307,460",0,"26,145",0
1988,6,CO STATE GOVT,63088,"2,725,767","6,083","1,214,576","724,300","490,276","21,965",592,"82,224","300,032","8,517","6,317","63,835","6,794","159,078","2,463",49,"3,428","31,060","88,617","82,358","6,259",0,"27,826","5,635","1,306,699","1,159,923","146,776","39,331","13,175",0,"15,330","10,826"
1988,7,CT STATE GOVT,63088,"4,373,471",12,"2,918,643","1,983,977","934,666","31,526","16,245","150,968","302,170","62,505","254,826","87,198","29,228","248,013","5,894",84,"6,784","2,738","197,048","175,191","21,857",0,"31,059","4,406","953,243","352,031","601,212","253,560","176,852","76,708",0,0
1988,8,DE STATE GOVT,63088,"996,355",0,"144,836",0,"144,836","5,023",0,"25,188","59,390",81,"16,726","12,465","25,963","305,475",628,131,"180,583",849,"24,454","22,837","1,617","3,323","95,025",482,"497,105","377,782","119,323","48,939","11,479","36,166",0,"1,294"
1988,10,FL STATE GOVT,63088,"11,491,278","222,918","9,144,286","6,862,627","2,281,659","453,229","2,593","316,325","785,829","119,719","217,846","340,100","46,018","685,279","22,987","8,111","22,086","12,176","449,166","377,858","71,308","14,428","142,621","13,704","624,032",0,"624,032","814,763","177,168","562,572","75,023",0
1988,11,GA STATE GOVT,63088,"5,782,247","20,309","2,628,575","1,856,625","771,950","118,912",0,"150,312","411,706",0,0,"91,020",0,"179,259","1,720",0,"20,335","15,988","92,738","75,107","17,631",0,"31,199","17,279","2,870,740","2,391,771","478,969","83,364","54,204","16,642",0,"12,518"
1988,12,HI STATE GOVT,63088,"2,039,375",0,"1,294,497","919,796","374,701","133,824",0,"38,876","49,806",0,"63,587","21,318","67,290","29,709",0,0,881,212,"18,411","18,411",0,"2,312","7,823",70,"703,647","625,594","78,053","11,522","7,314","4,208",0,0
1988,13,ID STATE GOVT,63088,"906,257",80,"490,889","328,453","162,436","9,160",0,"36,131","95,204","2,296","1,323","16,253","2,069","70,344","1,002",0,457,"15,359","34,763","31,659","3,104","2,435","15,728",600,"342,343","280,991","61,352","2,601","1,926",0,675,0
1988,14,IL STATE GOVT,63088,"11,078,693","231,191","5,802,525","3,677,354","2,125,171","67,843","8,495","187,001","701,971","49,975","757,202","249,988","102,696","814,621","1,985","1,023","75,261","14,278","653,782","619,767","34,015",0,"66,053","2,239","4,134,814","3,161,110","973,704","95,542","82,502","13,040",0,0
1988,15,IN STATE GOVT,63088,"5,311,824","23,707","3,018,823","2,361,910","656,913","35,705",14,"103,489","401,452",0,0,"116,253",0,"178,452","9,958",291,"5,043","12,036","129,288","129,288",0,96,"19,762","1,978","2,025,623","1,764,498","261,125","65,219","64,544",0,675,0
1988,16,IA STATE GOVT,63088,"2,849,226",0,"1,313,106","859,033","454,073","12,645",0,"81,033","266,094","11,093",0,"83,208",0,"251,363","7,666",0,"12,090","11,696","193,869","184,489","9,380","4,784","19,534","1,724","1,222,856","1,064,816","158,040","61,901","58,932","2,969",0,0
1988,17,KS STATE GOVT,63088,"2,445,284","29,280","1,131,923","775,633","356,290","47,304",767,"72,269","170,035",0,704,"59,659","5,552","135,926","1,727",18,"11,505","9,561","84,382","78,339","6,043","3,471","24,345",917,"1,021,838","826,318","195,520","126,317","44,505",0,"81,812",0
1988,18,KY STATE GOVT,63088,"3,663,591","269,912","1,684,790","951,756","733,034","49,285",304,"147,922","322,736","6,525",0,"14,842","191,420","183,927","1,930",505,"61,618","10,790","83,039","76,672","6,367","4,000","19,045","3,000","1,262,752","1,006,992","255,760","262,210","49,056","3,108","210,046",0
1988,19,LA STATE GOVT,63088,"3,776,254","26,827","2,068,833","1,300,885","767,948","49,848",196,"184,822","366,798","21,320","35,155","74,714","35,095","368,558","2,164",105,"234,616","11,438","86,780","76,445","10,335","2,438","30,707",310,"795,587","575,693","219,894","516,449","41,550",0,"474,899",0
1988,20,ME STATE GOVT,63088,"1,505,523","6,237","737,112","491,936","245,176","34,008",0,"33,464","105,779","1,853","29,400","40,672",0,"96,188","1,881",311,957,"9,715","61,346","55,052","6,294",0,"21,093",885,"639,916","555,212","84,704","26,070","11,913","14,157",0,0
1988,21,MD STATE GOVT,63088,"5,830,888","147,621","2,552,272","1,423,585","1,128,687","28,023","1,592","128,103","441,618","2,726","95,721","65,494","365,410","228,658",360,18,"4,775","7,445","141,367","133,141","8,226",0,"73,082","1,611","2,745,768","2,432,698","313,070","156,569","58,012","79,726",0,"18,831"
1988,22,MA STATE GOVT,63088,"8,521,404",932,"2,913,743","2,021,093","892,650","78,436","9,900","248,060","305,517","32,036",0,"168,479","50,222","248,379","1,276",785,"15,308","5,194","183,000","145,000","38,000",0,"40,750","2,066","5,053,087","3,984,746","1,068,341","305,263","254,701","50,562",0,0
1988,23,MI STATE GOVT,93088,"10,515,368","278,656","4,064,211","2,919,055","1,145,156","120,085",0,"43,882","687,308","20,173",0,"264,541","9,167","579,931","11,541",234,"9,979","41,416","440,257","413,715","26,542","15,007","48,862","12,635","5,443,965","3,587,860","1,856,105","148,605","93,799",0,"43,581","11,225"
1988,24,MN STATE GOVT,63088,"6,192,471","7,536","2,742,963","1,676,632","1,066,331","55,746",0,"126,765","391,657",0,"99,953","156,283","235,927","383,200",523,0,"2,917","25,535","286,566","272,876","13,690",0,"62,062","5,597","3,037,365","2,625,405","411,960","21,407","13,610",1,"7,796",0
1988,25,MS STATE GOVT,63088,"2,126,254","19,774","1,402,715","1,007,276","395,439","36,257",332,"76,448","229,060",0,0,"53,342",0,"185,431","1,169",0,"58,384","7,739","81,334","74,507","6,827",817,"35,831",157,"449,397","353,227","96,170","68,937","15,713",0,"53,224",0
1988,26,MO STATE GOVT,63088,"4,405,501","10,876","2,286,839","1,683,481","603,358","23,891",0,"155,402","339,738",0,"1,113","83,214",0,"337,566","2,392","1,011","51,722","14,551","207,210","195,344","11,866","7,781","48,649","4,250","1,740,198","1,515,970","224,228","30,022","28,590",0,33,"1,399"
1988,27,MT STATE GOVT,63088,"714,960","34,958","182,094",0,"182,094","13,208",0,"39,510","102,404",144,"10,494","12,052","4,282","73,935","1,558","9,052",750,"19,213","31,800","29,796","2,004","1,220","10,305",37,"289,968","243,768","46,200","134,005","8,745",0,"112,779","12,481"
1988,28,NE STATE GOVT,63088,"1,342,868","3,884","726,593","447,790","278,803","15,824","6,507","34,502","165,798",673,"1,599","38,998","14,902","98,465",248,0,"4,520","7,862","53,568","50,464","3,104",0,"20,538","11,729","505,818","432,035","73,783","8,108","3,343","2,194","2,571",0
1988,29,NV STATE GOVT,63088,"1,223,213","11,621","1,048,531","614,545","433,986","11,666","256,284","46,446","96,999",0,"4,419","14,089","4,083","147,127",20,"51,968","5,058","12,425","61,066","57,291","3,775",0,"14,205","2,385",0,0,0,"15,934","5,279",0,"10,655",0
1988,30,NH STATE GOVT,63088,"583,168","9,894","256,878",0,"256,878","11,383","1,398","35,299","83,016","10,091","7,074","31,695","76,922","82,680","1,664",522,"4,748","5,252","50,527","45,857","4,670","2,774","14,794","2,399","175,524","29,844","145,680","58,192","21,933","36,259",0,0
1988,31,NJ STATE GOVT,63088,"9,762,360","27,073","5,152,735","3,136,801","2,015,934","55,092","209,201","168,138","330,866","8,233","1,002,496","221,826","20,082","593,844","4,364","52,897","137,789","7,515","348,187","322,421","25,766","1,989","38,631","2,472","3,739,543","2,557,694","1,181,849","249,165","163,117","86,048",0,0
1988,32,NM STATE GOVT,63088,"1,793,387","3,148","1,013,390","739,904","273,486","17,471",81,"43,483","138,703","2,330","6,004","18,814","46,600","127,565",2,120,"2,112","10,926","102,255","98,473","3,782",40,"12,110",0,"353,309","303,733","49,576","295,975","4,095",0,"291,880",0
1988,33,NY STATE GOVT,33188,"26,171,362",0,"8,379,003","5,510,790","2,868,213","149,069",986,"489,490","500,180","92,349","1,007,926","400,932","227,281","778,359","29,196","4,002","24,172","23,791","484,101","417,660","66,441","44,433","165,077","3,587","15,741,533","13,569,288","2,172,245","1,272,467","459,827","812,640",0,0
